cp,artist,song,section,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
"4,5,6,5,4",elton john,daniel,verse,1BvJmtaXsqtH438BcDPeBb,0.691,0.467,0.0,-11.860999999999999,1.0,0.0293,0.414,4.15e-05,0.0882,0.904,132.019,234667.0,4.0,5,"['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']"
"4,5,6,5,1",krewella,alive,pre-chorus,2SHnUyZq0zwmvRIl4WY77G,0.6629999999999999,0.8220000000000001,9.0,-2.909,1.0,0.0557,0.00413,0.00318,0.23399999999999999,0.5670000000000001,128.002,290760.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"4,5,6,5,1",monica,angel of mine,verse,1AM1o0mKbgAK5oMpY8B3Z7,0.5920000000000001,0.562,10.0,-6.869,0.0,0.0239,0.00373,3.229999999999999e-05,0.223,0.20800000000000002,90.16,250173.0,4.0,5,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
"4,5,6,5,1",cyndi lauper,girls just want to have fun,verse,4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6.0,-4.897,1.0,0.0328,0.22,0.000602,0.349,0.725,120.37200000000001,238267.0,4.0,5,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'soft rock']"
"4,5,6,5,1",helloween,halloween,verse,0F03VDveab1EdJgsLmOyXX,0.205,0.956,4.0,-6.37,0.0,0.142,0.0015300000000000001,0.00011899999999999999,0.099,0.18600000000000003,149.091,798573.0,4.0,5,"['german metal', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'speed metal']"
"4,5,6,5,1",petter - daniel adams-ray,hall om mig,chorus,4J0WQvqCBytACvgKVrq1S3,0.35,0.884,0.0,-4.909,1.0,0.159,0.0429,0.0,0.439,0.43200000000000005,104.616,239040.0,4.0,5,"['swedish eurodance', 'swedish hip hop', 'swedish idol pop', 'swedish pop']"
"4,5,6,5,1",krewella,alive,intro,2SHnUyZq0zwmvRIl4WY77G,0.6629999999999999,0.8220000000000001,9.0,-2.909,1.0,0.0557,0.00413,0.00318,0.23399999999999999,0.5670000000000001,128.002,290760.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"4,5,6,5,1",kesha,die young,pre-chorus,6mnjcTmK8TewHfyOp3fC9C,0.711,0.7,1.0,-4.805,0.0,0.046,0.00498,0.000125,0.215,0.8009999999999999,128.001,211920.0,4.0,5,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'r&b']"
"4,5,6,5,1",david guetta,what i did for love,instrumental,6OJSyDIGBJ3swo3lLoaY9V,0.494,0.721,2.0,-4.855,1.0,0.0416,0.107,0.0,0.11900000000000001,0.35600000000000004,128.1,207200.0,4.0,5,"['dance pop', 'edm', 'pop']"
"4,5,6,5,1",tove lo,talking body,verse and pre-chorus,2tpfxAXiI52znho4WE3XFA,0.736,0.7609999999999999,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427.0,4.0,5,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
"4,5,6,5,1",tove lo,talking body,chorus,2tpfxAXiI52znho4WE3XFA,0.736,0.7609999999999999,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427.0,4.0,5,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
"4,5,6,5,1",the salads,seasons,intro,7lNPxKcx80ziNI2cGTufDX,0.46799999999999997,0.588,0.0,-7.43,1.0,0.032,0.00079,0.0017800000000000001,0.0819,0.484,97.866,195707.0,3.0,5,['canadian punk']
"4,5,6,5,1",krewella,alive,pre-chorus and chorus,2SHnUyZq0zwmvRIl4WY77G,0.6629999999999999,0.8220000000000001,9.0,-2.909,1.0,0.0557,0.00413,0.00318,0.23399999999999999,0.5670000000000001,128.002,290760.0,4.0,5,"['big room', 'brostep', 'catstep', 'dance pop', 'edm', 'electra', 'electro house', 'pop']"
"4,5,6,5,1",the shins,simple song,chorus,48bo7uexDvAThcRDvEB2W7,0.546,0.878,7.0,-5.1370000000000005,1.0,0.0525,0.0133,0.0,0.135,0.35,119.945,255400.0,4.0,5,"['albuquerque indie', 'alternative rock', 'chamber pop', 'folk-pop', 'garage rock', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'pop rock', 'portland indie', 'rock', 'stomp and holler']"
"4,5,6,5,1",the darkness,i believe in a thing called love,chorus,756CJtQRFSxEx9jV4P9hpA,0.442,0.846,4.0,-5.2139999999999995,1.0,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653.0,4.0,5,"['comic', 'glam metal', 'hard rock', 'rock']"
"4,5,6,5,1",rihanna,kiss it better,chorus,0UHB9METy4VCXNgkcGqHqS,0.62,0.826,3.0,-4.76,0.0,0.0492,0.264,0.0,0.0637,0.835,95.006,253080.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"4,5,6,5,1",unknown mortal orchestra,multi-love,verse,0PEXp5yk0sx9dJ8JzwvjJb,0.784,0.506,3.0,-5.242999999999999,0.0,0.0403,0.5710000000000001,0.0,0.139,0.545,120.141,250800.0,4.0,5,"['chillwave', 'freak folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'portland hip hop']"
"4,5,6,5,6",k-ci and jojo,all my life,chorus,5GorFaKkP2mLREQvhSblIg,0.634,0.528,1.0,-8.834,1.0,0.0309,0.11699999999999999,2.26e-06,0.0565,0.18,128.0,331240.0,4.0,5,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
"4,5,6,5,6",rihanna,only girl in the world,chorus,6jAsmDJI8iPhGWtS27kZ67,0.78,0.7140000000000001,11.0,-4.155,0.0,0.0382,0.11900000000000001,4.1e-06,0.217,0.6659999999999999,125.92399999999999,235520.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"4,5,6,5,6",the rolling stones,time is on my side,chorus,2jaN6NgXflZTj2z9CWcqaP,0.526,0.645,5.0,-9.012,1.0,0.0375,0.294,3.13e-06,0.107,0.41600000000000004,99.63600000000001,179133.0,4.0,5,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']"
"4,5,6,5,6",nicky romero,toulouse,chorus,2bsyecmZCgdlsCZ3sWVZ99,0.642,0.8340000000000001,5.0,-5.529,0.0,0.26899999999999996,0.32799999999999996,0.0,0.509,0.606,127.881,178125.0,4.0,5,"['big room', 'dance pop', 'deep big room', 'edm', 'electro house', 'house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']"
"4,5,6,5,6",mike candys,t-rex,intro,7hfOe922SDFchmKfNPjle8,0.7659999999999999,0.945,11.0,-2.517,0.0,0.0667,0.00992,0.493,0.10099999999999999,0.359,130.009,165045.0,4.0,5,['pop house']
"4,5,6,5,6",suzanne vega,luka,verse,4vjfcOens0HaBLV95X6Z2k,0.755,0.226,6.0,-10.469000000000001,1.0,0.0405,0.878,1.76e-06,0.10800000000000001,0.745,124.646,193400.0,4.0,5,"['folk', 'folk-pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
"4,5,6,5,6",blind guardian,the bard's song,chorus,3LnePh1mlduj28bGZRFUQS,0.583,0.415,8.0,-7.56,0.0,0.0261,0.846,5.2000000000000004e-05,0.141,0.39899999999999997,81.247,189893.0,3.0,5,"['german metal', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'speed metal', 'viking metal']"
"4,5,6,5,6",lorde,buzzcut season,chorus,51QEyJI5M7uyd8DOh9tqQY,0.7290000000000001,0.62,1.0,-10.546,1.0,0.0783,0.618,0.37,0.11599999999999999,0.257,111.015,246755.0,4.0,5,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop']"
"4,5,6,5,6",shontelle,impossible,pre-chorus and chorus,45EDI3rk0f4cAMt9f8b56R,0.599,0.624,8.0,-3.6310000000000002,1.0,0.0343,0.385,0.0,0.125,0.539,90.03399999999999,226533.0,4.0,5,['post-teen pop']
"4,5,6,5,6",nigoro,fearless challenger,verse,0V8pQjCEwiFPSuKcRqpYgg,0.436,0.6679999999999999,5.0,-10.372,0.0,0.0305,0.00042800000000000005,0.364,0.11800000000000001,0.763,147.99200000000002,193240.0,4.0,5,[]
"4,5,6,5,6",kolsch,all that matters - kryder remix,chorus,7BtuCIQWuB0bWP3Y82oV1w,0.605,0.946,9.0,-4.332,0.0,0.0599,0.00156,0.17300000000000001,0.069,0.318,128.015,332881.0,4.0,5,"['minimal techno', 'tech house', 'tropical house']"
"4,5,6,5,6",rush,subdivisions,chorus,0Z0s6dw0zw2ENU1gVjlLV6,0.513,0.838,11.0,-9.229,0.0,0.0349,0.0638,0.0591,0.0929,0.428,133.287,334733.0,3.0,5,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']"
"4,5,6,5,6",the darkness,i believe in a thing called love,chorus,756CJtQRFSxEx9jV4P9hpA,0.442,0.846,4.0,-5.2139999999999995,1.0,0.0764,0.0538,4.71e-06,0.282,0.622,128.235,217653.0,4.0,5,"['comic', 'glam metal', 'hard rock', 'rock']"
"4,5,6,5,6",madeon,technicolor,chorus,3OgU43E7rPo3u9fNEIpdWi,0.535,0.809,2.0,-3.3819999999999997,0.0,0.0385,0.00023199999999999997,0.25,0.106,0.0662,127.027,385413.0,4.0,5,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']"
"4,5,6,5,6",rihanna,kiss it better,chorus,0UHB9METy4VCXNgkcGqHqS,0.62,0.826,3.0,-4.76,0.0,0.0492,0.264,0.0,0.0637,0.835,95.006,253080.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
"4,5,6,5,6",say anything,attaboy,verse,7FOV7UtDHGFYkH2dLZjNcs,0.297,0.604,6.0,-6.525,1.0,0.0771,0.13,0.0,0.183,0.306,98.516,432607.0,3.0,5,"['dreamo', 'emo', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'screamo']"
"4,5,6,5,6",jay hardway,stardust,chorus,49PtaJPk7T7bRNIL8p0p4Y,0.654,0.77,5.0,-4.732,0.0,0.0303,0.0157,0.29,0.718,0.11699999999999999,128.042,203906.0,4.0,5,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tropical house', 'tropical pop edm']"
"4,5,6,1,4",adam lambert,whataya want from me,chorus,2rDwdvBma1O1eLzo29p2cr,0.44,0.6829999999999999,11.0,-4.732,0.0,0.0489,0.0070599999999999994,0.0,0.0593,0.445,185.94799999999998,227320.0,4.0,5,"['australian pop', 'dance pop', 'idol', 'pop', 'post-teen pop']"
"4,5,6,1,4",counting crows,round here,verse,35qwJUKVy1OIt0wQ3xEXi0,0.537,0.48700000000000004,7.0,-9.183,1.0,0.0297,0.165,1.66e-05,0.0817,0.207,94.094,331227.0,4.0,5,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
"4,5,6,1,4",katy perry,et,chorus,0FeZkmtwycvJ9aeHXLidj7,0.667,0.7959999999999999,4.0,-5.103,1.0,0.0687,0.00554,2.92e-06,0.0667,0.40399999999999997,129.966,344107.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
"4,5,6,1,4",labrinth feat emeli sande,beneath your beautiful,chorus,1XlOZOyUaPRgOuHhJZ1HDm,0.5579999999999999,0.522,2.0,-5.857,1.0,0.036000000000000004,0.228,0.0,0.10400000000000001,0.228,83.977,271813.0,4.0,5,"['dance pop', 'pop', 'pop rap', 'r&b']"
"4,5,6,1,4",luis bacalov,django unchained theme,verse,0CJyirkjJ2XsxIG59qNNHK,0.45899999999999996,0.569,2.0,-9.968,0.0,0.0295,0.57,0.0,0.0914,0.46799999999999997,97.26700000000001,176133.0,3.0,5,"['classic soundtrack', 'italian soundtrack', 'soundtrack']"
"4,5,6,1,4",avicii vs nicky romero,i could be the one,chorus,1sh6lL6cmlcwhqZKGiKBua,0.507,0.799,6.0,-3.718,0.0,0.0368,0.33799999999999997,0.000124,0.314,0.623,127.943,208316.0,4.0,5,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,6,1,4",muse,time is running out,pre-chorus and chorus,2takcwOaAZWiXQijPHIx7B,0.585,0.8420000000000001,9.0,-5.882999999999999,0.0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,237040.0,4.0,5,"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']"
"4,5,6,1,4",sean paul,other side of love,pre-chorus,4RdUpI3iTwqzCQe9ttKB5Q,0.826,0.7929999999999999,6.0,-3.645,0.0,0.047,0.00518,0.0034700000000000004,0.05,0.261,119.97200000000001,185973.0,4.0,5,"['dance pop', 'dancehall', 'pop', 'pop rap']"
"4,5,6,1,4",dj sammy,heaven,intro,0KT6DLAELYSbgfUemzwGPX,0.565,0.9420000000000001,8.0,-6.821000000000001,1.0,0.0518,0.00107,0.000393,0.152,0.569,137.972,235000.0,4.0,5,"['eurodance', 'europop']"
"4,5,6,1,4",the killers,when you were young,intro,70wYA8oYHoMzhRRkARoMhU,0.467,0.988,11.0,-3.313,1.0,0.11199999999999999,0.000152,0.0484,0.28,0.321,130.435,220427.0,4.0,5,"['indie rock', 'modern rock', 'permanent wave', 'rock']"
"4,5,6,1,4",the fray,how to save a life,chorus,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10.0,-4.08,1.0,0.0379,0.26899999999999996,0.0,0.10099999999999999,0.361,122.035,262533.0,4.0,5,"['modern rock', 'neo mellow', 'piano rock', 'pop', 'pop rock']"
"4,5,6,1,4",madonna,material girl,chorus,22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0.0,-3.4189999999999996,1.0,0.0329,0.33299999999999996,7.51e-06,0.0964,0.978,136.506,240280.0,4.0,5,"['dance pop', 'pop', 'pop rock']"
"4,5,6,1,4",zedd,stay the night,verse,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8.0,-3.109,1.0,0.0411,0.109,0.0,0.0947,0.461,127.961,217347.0,4.0,5,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
"4,5,6,1,4",iron maiden,blood brothers,verse,5FiBy6tPEpGqTaVLQcKDC6,0.243,0.809,4.0,-6.316,0.0,0.0479,0.0501,0.0338,0.133,0.444,182.679,434293.0,3.0,5,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
"4,5,6,1,4",jewel,near you always,verse,3xjpaijiA73COgAVfAF2Nf,0.389,0.185,1.0,-14.258,1.0,0.039,0.9109999999999999,0.0,0.74,0.371,120.88600000000001,189027.0,4.0,5,"['alaska indie', 'folk-pop', 'lilith', 'permanent wave', 'pop rock', 'singer-songwriter']"
"4,5,6,1,4",nadia ali,pressure,intro and verse,2NFWA9nqzDh4glNiNp1Stc,0.64,0.792,10.0,-4.875,0.0,0.0419,0.000538,0.604,0.0745,0.38299999999999995,128.001,368000.0,4.0,5,"['edm', 'vocal trance']"
"4,5,6,1,4",nadia ali,pressure,pre-outro,2NFWA9nqzDh4glNiNp1Stc,0.64,0.792,10.0,-4.875,0.0,0.0419,0.000538,0.604,0.0745,0.38299999999999995,128.001,368000.0,4.0,5,"['edm', 'vocal trance']"
"4,5,6,1,4",avicii vs nicky romero,i could be the one,chorus lead-out,1sh6lL6cmlcwhqZKGiKBua,0.507,0.799,6.0,-3.718,0.0,0.0368,0.33799999999999997,0.000124,0.314,0.623,127.943,208316.0,4.0,5,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,6,1,4",cro,einmal um die welt,intro,2L6hCTpUlR2p7Su3hiSB0s,0.726,0.9,9.0,-4.1339999999999995,1.0,0.0401,0.133,0.0,0.145,0.973,160.128,142463.0,4.0,5,"['german hip hop', 'german pop']"
"4,5,6,1,4",axwell,center of the universe - blinders remix,chorus,6Cf5wF7bCaddTgNKst95f7,0.608,0.941,4.0,-4.812,1.0,0.17800000000000002,0.0774,0.0034799999999999996,0.0753,0.253,126.991,379853.0,4.0,5,"['big room', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house', 'tech house', 'vocal house']"
"4,5,6,1,4",ellie goulding,guns and horses,chorus,4yH9N11RQ55qSl0xXtJa9F,0.568,0.821,4.0,-4.886,0.0,0.0377,0.0825,0.0,0.691,0.773,144.063,215427.0,4.0,5,"['dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']"
"4,5,6,1,4",grum,heartbeats,chorus,1aQJvsclvcwoVcTDN2BjEh,0.68,0.33899999999999997,11.0,-6.441,1.0,0.0547,3.21e-05,3.69e-06,0.111,0.32799999999999996,127.104,189227.0,4.0,5,"['filter house', 'progressive house']"
"4,5,6,1,4",taylor swift,shake it off,chorus,5xTtaWoae3wi06K5WfVUUH,0.648,0.785,7.0,-5.414,1.0,0.165,0.0561,0.0,0.14800000000000002,0.943,160.02,219200.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
"4,5,6,1,4",carly simon,with a few good friends,chorus,3NYuOJeWA6pa0IFiwGwRDY,0.5660000000000001,0.479,11.0,-9.67,0.0,0.032,0.183,0.0,0.0517,0.762,151.47899999999998,158320.0,4.0,5,"['adult standards', 'brill building pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
"4,5,6,1,4",avicii vs nicky romero,i could be the one,pre-chorus and chorus,1sh6lL6cmlcwhqZKGiKBua,0.507,0.799,6.0,-3.718,0.0,0.0368,0.33799999999999997,0.000124,0.314,0.623,127.943,208316.0,4.0,5,"['big room', 'dance pop', 'edm', 'pop']"
"4,5,6,1,4",veronica maggio,jag kommer,intro,2QyTvPHRT9P6ZZSOAzG7eG,0.5670000000000001,0.8690000000000001,3.0,-6.235,1.0,0.0747,0.007209999999999999,9.4e-05,0.17600000000000002,0.884,151.05700000000002,202747.0,4.0,5,"['swedish folk pop', 'swedish idol pop', 'swedish pop']"
"4,5,6,1,4",veronica maggio,jag kommer,chorus,2QyTvPHRT9P6ZZSOAzG7eG,0.5670000000000001,0.8690000000000001,3.0,-6.235,1.0,0.0747,0.007209999999999999,9.4e-05,0.17600000000000002,0.884,151.05700000000002,202747.0,4.0,5,"['swedish folk pop', 'swedish idol pop', 'swedish pop']"
"4,5,6,1,4",bruce springsteen,dancing in the dark,bridge,7FwBtcecmlpc1sLySPXeGE,0.527,0.9420000000000001,1.0,-5.64,0.0,0.0366,0.0115,0.0,0.188,0.495,148.72299999999998,241307.0,4.0,5,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
"4,5,6,1,4",dawid podsiadlo,trojkaty i kwadraty,verse,3v0fVON6z5CnRlle3SJZU1,0.7120000000000001,0.716,4.0,-9.767000000000001,0.0,0.0328,0.0153,0.0533,0.126,0.768,124.961,243067.0,4.0,5,"['polish indie', 'polish pop', 'talent show']"
"4,5,6,1,4",eve 6,promise,chorus,5mqEL5pgnDCcWtTWpAofIV,0.62,0.85,9.0,-4.096,1.0,0.0327,0.007909999999999999,0.0,0.0769,0.715,107.98200000000001,176507.0,4.0,5,"['alternative metal', 'alternative rock', 'nu metal', 'pop punk', 'pop rock', 'post-grunge']"
"4,5,6,1,4",3lau,how you love me,verse,1nas007nDbzLwDGwvMdz79,0.513,0.8029999999999999,1.0,-3.635,1.0,0.0817,0.182,0.0,0.34,0.292,127.927,210469.0,4.0,5,"['big room', 'brostep', 'dance pop', 'deep big room', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop', 'progressive electro house', 'progressive house', 'tropical house', 'tropical pop edm']"
"4,5,6,1,4",ellie lawson,calling you - vadim spark remix,chorus,2oaGIZIekN7AozHaofFHSr,0.584,0.713,0.0,-7.297000000000001,1.0,0.0494,0.000174,0.0164,0.0461,0.8109999999999999,132.006,349669.0,4.0,5,['vocal trance']
"4,5,6,1,4",justin bieber,beauty and a beat,chorus,190jyVPHYjAqEaOGmMzdyk,0.601,0.843,0.0,-4.87,1.0,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987.0,4.0,5,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']"
"4,5,6,1,4",zedd,stache,verse,0HSLQNyOkBZupUBurCHZdC,0.5720000000000001,0.9209999999999999,7.0,-4.218999999999999,0.0,0.12,0.00122,0.564,0.315,0.371,127.976,244573.0,4.0,5,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
"4,5,6,1,4",eisley,go away,intro,6BpSVmAT869lbnT6MdIKlZ,0.597,0.638,6.0,-5.073,1.0,0.0294,0.11199999999999999,0.0,0.0859,0.39299999999999996,110.95100000000001,183880.0,3.0,5,"['christian rock', 'dreamo', 'folk-pop', 'indie pop', 'piano rock']"
"4,5,6,1,4",eisley,go away,chorus,6BpSVmAT869lbnT6MdIKlZ,0.597,0.638,6.0,-5.073,1.0,0.0294,0.11199999999999999,0.0,0.0859,0.39299999999999996,110.95100000000001,183880.0,3.0,5,"['christian rock', 'dreamo', 'folk-pop', 'indie pop', 'piano rock']"
"4,5,6,1,4",banks,brain,verse,4dDoIid58lgImNuYAxTRyM,0.526,0.493,4.0,-8.636000000000001,0.0,0.0316,0.268,0.0343,0.13,0.0838,89.959,282317.0,4.0,5,"['alternative r&b', 'dance pop', 'electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'vapor soul']"
"4,5,6,1,4",douglas firs,shimmer and glow,chorus,2Vok36DwEeWz67DbWA8Gg1,0.51,0.415,4.0,-7.537999999999999,1.0,0.0374,0.727,8.12e-06,0.207,0.168,130.28799999999998,219320.0,4.0,5,['belgian indie']
"4,5,6,1,4",kygo feat conrad,firestone,chorus,1I8tHoNBFTuoJAlh4hfVVE,0.486,0.652,11.0,-7.226,0.0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055,273684.0,4.0,5,"['edm', 'pop', 'tropical house']"
"4,5,6,1,4",kygo feat conrad,firestone,instrumental,1I8tHoNBFTuoJAlh4hfVVE,0.486,0.652,11.0,-7.226,0.0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055,273684.0,4.0,5,"['edm', 'pop', 'tropical house']"
"4,5,6,1,4",go west,king of wishful thinking,chorus,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0.0,-7.377000000000001,1.0,0.0527,0.033,0.0,0.0991,0.9129999999999999,107.885,241760.0,4.0,5,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
"4,5,6,1,4",project 46,reasons,chorus,53vJGKfm25KT22hXvCTU4I,0.82,0.705,7.0,-6.769,1.0,0.0531,0.0412,0.0218,0.0523,0.799,127.98299999999999,316860.0,4.0,5,"['big room', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'progressive electro house', 'tracestep']"
"4,5,6,1,4",tobu,colors,chorus,6AoBSeZg9YYt1GKtfcMGkY,0.659,0.6609999999999999,9.0,-3.321,1.0,0.0357,0.0242,7.59e-06,0.0768,0.184,127.97,279432.0,4.0,5,['tracestep']
"4,5,6,1,4",paramore,pressure,intro,7mG2RbhyzGsjpQOz568d39,0.509,0.887,2.0,-3.785,1.0,0.0958,0.0016600000000000002,7.98e-06,0.0994,0.6609999999999999,161.99,185733.0,4.0,5,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
"4,5,6,1,4",vance joy,georgia,bridge,429EttO8gs0bDo2SQfUNSm,0.38799999999999996,0.66,11.0,-7.372000000000001,1.0,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507.0,4.0,5,"['indie folk', 'modern rock', 'pop']"
"4,5,6,1,4",rush,subdivisions,outro,0Z0s6dw0zw2ENU1gVjlLV6,0.513,0.838,11.0,-9.229,0.0,0.0349,0.0638,0.0591,0.0929,0.428,133.287,334733.0,3.0,5,"['album rock', 'art rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'rock', 'symphonic rock']"
"4,5,6,1,4",obadiah parker,hey ya,verse,6QeLUyIfNHCJhEMSPGwDgi,0.6609999999999999,0.184,1.0,-13.644,0.0,0.038,0.665,0.0,0.106,0.35700000000000004,140.006,298801.0,4.0,5,[]
"4,5,6,1,4",the cinematics,a strange education,chorus,1qlMTivCjISCkR3gLAB3tc,0.527,0.843,4.0,-4.08,0.0,0.0324,0.000102,0.0643,0.723,0.24,123.912,324040.0,4.0,5,"['dance-punk', 'indie rock', 'new rave', 'scottish rock']"
"4,5,6,1,4",katy perry,part of me,verse and pre-chorus,1nZzRJbFvCEct3uzu04ZoL,0.6779999999999999,0.9179999999999999,5.0,-4.63,1.0,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
"4,5,6,1,4",katy perry,part of me,chorus,1nZzRJbFvCEct3uzu04ZoL,0.6779999999999999,0.9179999999999999,5.0,-4.63,1.0,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
"4,5,6,1,4",mitis,innocent discretion,intro,0NYWgUofAkxld6mWyMc5EM,0.35100000000000003,0.726,5.0,-6.557,1.0,0.0371,0.0353,0.000443,0.128,0.182,172.014,284651.0,4.0,5,"['brostep', 'catstep', 'chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'tracestep']"
"4,5,6,1,4",metro station,shake it,verse,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4.0,-3.8360000000000003,1.0,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947.0,4.0,5,"['electropowerpop', 'emo', 'neon pop punk', 'pixie', 'pop punk', 'post-teen pop']"
"4,5,6,1,4",metro station,shake it,pre-chorus,5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4.0,-3.8360000000000003,1.0,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,179947.0,4.0,5,"['electropowerpop', 'emo', 'neon pop punk', 'pixie', 'pop punk', 'post-teen pop']"
"4,5,6,1,4",stephen,crossfire,pre-outro,5HjBpej4uHPAX8sMeUFJms,0.32299999999999995,0.5579999999999999,5.0,-5.292000000000001,0.0,0.337,0.45899999999999996,2.81e-06,0.6759999999999999,0.19899999999999998,73.55199999999999,270511.0,4.0,5,"['bass trap', 'indie poptimism']"
"4,5,6,1,4",nicki minaj,va va voom,bridge,2jATUzETZL49e6SywauZKE,0.647,0.8340000000000001,8.0,-3.395,1.0,0.0317,0.0609,0.00851,0.20199999999999999,0.7040000000000001,126.87799999999999,183560.0,4.0,5,"['dance pop', 'hip pop', 'pop', 'pop rap']"
"4,5,6,1,4",tori kelly,hollow,chorus,160hN2OsDXnmgExwtG7cvD,0.61,0.664,2.0,-6.837999999999999,0.0,0.0372,0.0187,0.0049,0.473,0.426,126.085,210606.0,4.0,5,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop']"
